,escola,corr_direta,tp_rede,uf,ind_disp,corr_ind,tx_progr,tx_evolucao,ideb_ai,ideb_af,tx_cresc_af,tx_cresc_ai
32,11005823,0.4101088763125921,Estadual,RO,7.05054438156296,0.2773500981126143,-0.22585470085470083,-0.09999999999999994,0.0,5.5,0.09374999999999994,0.5277777777777778
33,11027487,0.7322362774240798,Municipal,RO,8.661181387120399,0.860527646876841,0.2064393939393938,-0.33999999999999997,5.2,5.2,0.20930232558139544,0.5757575757575759
34,11027690,0.9510412755327122,Estadual,RO,9.755206377663562,0.9561815566171639,0.01551479709374437,-0.2142857142857143,6.4,5.6,0.5135135135135134,0.45454545454545453
35,11027754,0.9935591240195245,Estadual,RO,9.967795620097622,0.4248331985174198,-0.07858269079029323,-0.0607366771159875,0.0,5.1,0.625,0.23404255319148928
36,11027762,0.9020113845297737,Estadual,RO,9.510056922648868,0.7341175918573604,-0.010047789725209144,-0.0690743338008414,6.8,5.9,0.6857142857142858,0.5454545454545453
37,11028335,-0.1529027693458191,Municipal,RO,4.235486153270904,-0.26616365517270496,-0.12806513409961695,-0.3416927899686521,4.8,4.2,-0.06666666666666662,0.19999999999999996
38,11028394,0.6853266163821791,Estadual,RO,8.426633081910895,0.7354073497303745,-0.006902113727189407,-0.06521739130434778,0.0,0.0,0.046511627906976785,0.2558139534883722
39,11038586,0.7105148665024756,Municipal,RO,8.552574332512378,0.4283772974898867,0.049377890691160164,-0.17023809523809538,5.0,0.0,0.28124999999999983,0.21428571428571416
40,11005980,-0.1486321071235075,Estadual,RO,4.2568394643824625,-0.9803156180632395,-0.13613797549967765,-0.22077922077922088,0.0,4.6,0.0285714285714286,0.32499999999999996
41,11006684,0.2447738838240105,Estadual,RO,6.223869419120053,0.4868737865329418,-0.13474969474969467,0.03846153846153845,0.0,4.8,-0.2045454545454546,0.08888888888888896
42,11011661,0.8230706770810488,Estadual,RO,9.115353385405244,0.7691825640548655,-0.09670239428358118,0.45957446808510644,5.8,4.9,0.6333333333333334,0.6571428571428571
43,11011998,0.34639450096232655,Municipal,RO,6.731972504811633,-0.38256176146538906,0.04128598094115343,-0.400997150997151,5.8,0.0,-0.12121212121212119,0.48275862068965514
44,11012447,0.8852328778038516,Estadual,RO,9.426164389019258,0.9815312073455685,-0.04185815203388921,-0.06975989617131723,7.2,6.1,0.32608695652173914,0.35849056603773594
45,11012579,-0.45335727226416794,Estadual,RO,2.7332136386791603,-0.7820718404573608,-0.1348076923076923,0.21333333333333343,0.0,4.9,0.2962962962962962,0.07692307692307682
46,11012684,0.8376559794413819,Estadual,RO,9.18827989720691,0.5583445633836415,-0.06229143096584955,-0.21599999999999991,6.2,4.9,0.7500000000000002,1.2142857142857144
47,11012994,0.1531386655709694,Estadual,RO,5.765693327854847,0.5936097318556217,-0.05139561259942005,-0.133273703041145,0.0,5.1,0.17647058823529416,0.2894736842105265
48,11046260,0.5330774185533789,Municipal,RO,7.665387092766895,-0.0412042821715162,0.1783559577677225,-0.1475783475783474,4.9,4.4,0.12820512820512833,0.44117647058823545
49,11013273,0.768575224926544,Estadual,RO,8.84287612463272,0.7894060493927697,-0.0765649683296743,0.423076923076923,5.5,5.3,0.7096774193548386,0.4864864864864864
